cgpa,coding_score,dsa_score,projects_count,project_complexity,internships,communication_score,mock_interview_score,resume_score,certifications,aptitude_score,technical_score,skill_match_score,ats_score,github_score,backlogs,college_tier,placement_ready
8.89,57,32,1,Medium,1,73,47,44,3,64,69,35,48,21,3,2,1
6.11,37,10,4,Medium,1,77,37,68,2,49,64,38,42,27,0,3,0
6.2,66,78,1,Low,2,74,50,65,2,27,53,38,77,47,3,3,0
6.94,54,33,3,Low,0,32,26,50,3,51,53,36,47,10,0,2,0
8.07,66,49,0,Medium,2,36,42,73,3,56,43,88,59,47,1,3,1
8.61,51,55,4,Medium,0,49,36,58,4,51,38,29,62,1,0,3,1
6.12,32,80,2,Low,1,66,19,50,2,41,20,36,32,63,3,3,0
5.0,33,10,2,Medium,0,72,71,39,1,20,23,21,24,9,0,3,0
7.3,52,48,2,Low,1,43,26,70,3,38,20,45,60,52,0,2,1
5.52,30,15,4,Medium,1,67,35,56,1,53,48,23,39,22,0,3,0
5.99,45,28,5,Medium,1,79,47,50,1,65,51,42,42,31,3,3,0
7.6,35,18,1,Low,0,74,34,53,1,41,20,34,42,0,0,2,0
7.24,39,15,2,Low,1,53,35,56,3,53,38,21,50,40,3,2,1
7.21,61,47,0,Low,2,55,36,41,2,64,78,94,30,37,0,3,1
7.7,63,26,3,Medium,0,38,50,42,1,47,49,55,45,47,1,2,0
5.24,36,44,3,Low,0,93,47,68,0,49,25,23,42,19,1,3,0
6.14,34,29,8,High,0,70,48,70,0,45,20,15,36,23,0,2,0
6.0,33,34,6,Medium,3,32,45,96,2,59,20,25,52,2,1,1,0
5.49,38,24,4,Medium,1,84,42,60,1,27,38,15,15,19,3,3,0
7.18,60,41,3,Medium,0,73,60,41,2,37,40,67,37,27,2,3,1
6.41,59,50,1,Low,2,83,71,51,2,50,45,48,57,21,0,1,1
5.4,36,12,3,High,1,51,33,44,1,43,30,27,43,24,0,3,0
7.55,41,28,3,Medium,0,54,45,79,5,52,39,48,56,31,0,2,1
9.84,72,42,2,Medium,3,47,42,67,0,71,47,37,35,48,0,3,1
6.23,37,17,3,Low,1,100,64,100,4,34,37,15,67,20,3,2,0
7.82,50,10,1,Low,1,52,34,47,3,37,24,30,50,38,3,3,0
6.97,67,71,3,Low,1,44,53,57,3,43,42,46,57,45,2,2,1
6.28,57,34,2,Low,2,50,54,76,0,41,57,52,48,36,0,3,0
7.35,55,60,0,Low,0,56,29,62,5,48,51,20,33,36,3,3,1
6.03,30,42,5,High,0,90,35,72,2,60,46,23,64,41,2,2,0
6.06,48,19,2,Medium,0,66,35,28,0,54,71,15,15,4,3,3,0
5.49,55,27,2,Medium,2,84,65,82,1,48,46,23,57,26,0,3,0
5.36,37,69,0,Medium,1,67,25,53,4,44,36,41,26,28,0,1,0
10.0,86,91,4,Low,1,58,60,64,2,59,62,72,55,19,3,2,1
5.78,60,46,1,Low,0,43,50,69,5,33,39,23,52,63,0,3,0
8.27,79,64,5,Medium,1,90,65,87,5,41,44,44,61,52,0,3,1
7.71,59,36,4,High,2,79,67,64,2,45,49,43,55,54,0,3,0
6.6,56,50,1,High,1,81,28,52,2,47,51,58,36,55,0,1,1
8.77,79,49,1,Low,2,78,67,50,2,44,62,78,45,55,2,3,1
7.26,58,15,2,Medium,0,49,40,20,3,53,50,45,33,0,1,3,0
5.86,39,12,1,Medium,2,66,22,49,2,41,47,30,45,26,0,3,0
8.79,57,45,3,Low,0,81,39,41,0,54,50,21,33,38,0,3,1
9.91,72,38,4,High,1,78,75,52,1,78,59,53,56,21,2,1,1
8.24,43,34,2,Low,3,64,48,80,2,26,23,60,46,0,2,2,0
5.79,43,18,4,Medium,3,97,60,76,2,39,20,47,52,35,0,2,0
7.83,70,42,2,Low,0,71,65,51,1,25,65,55,65,17,0,2,1
9.34,39,45,4,Medium,1,85,29,67,5,64,35,35,61,64,0,3,1
6.62,68,56,4,High,0,65,54,64,0,57,44,35,53,46,1,3,1
7.02,65,50,2,Medium,2,55,60,50,2,33,42,38,39,66,0,2,1
8.71,56,57,3,Low,1,79,46,31,1,43,42,42,43,34,0,3,1
9.45,73,63,2,Medium,1,75,73,72,2,41,73,58,62,58,1,1,1
5.85,45,58,4,Low,0,68,36,47,1,45,37,49,28,28,1,1,0
5.77,59,39,1,Low,3,46,43,93,3,39,77,66,81,55,0,2,0
6.31,59,39,2,High,1,80,57,68,3,43,48,50,45,0,0,3,0
8.16,42,14,4,Medium,0,47,44,63,0,51,65,26,51,42,0,3,1
8.61,68,46,1,Low,1,75,51,60,1,46,63,36,29,54,0,2,1
6.29,45,50,5,High,0,42,47,65,1,60,49,24,60,23,0,3,0
5.62,44,55,1,Medium,1,46,41,53,2,46,59,43,41,18,0,1,0
7.13,44,50,1,Medium,2,67,23,95,7,36,51,15,45,20,2,3,0
5.27,62,21,1,Low,2,72,73,61,2,32,53,45,42,42,2,3,0
9.31,78,75,2,Low,1,65,44,53,3,51,87,83,53,71,0,3,1
7.47,45,10,3,Medium,2,52,61,83,3,69,42,45,59,16,2,1,1
6.02,30,39,2,Medium,1,82,39,28,1,53,23,18,37,0,3,2,0
5.0,35,23,3,Medium,0,64,34,63,0,38,25,16,42,70,0,2,0
5.01,45,47,2,High,3,65,47,86,1,60,66,54,42,40,0,3,1
6.54,52,21,0,Low,0,59,35,48,1,65,67,50,31,23,0,2,1
8.64,76,75,2,High,0,48,27,59,1,55,53,47,76,69,1,2,1
5.37,51,18,3,Low,3,82,48,74,1,36,20,22,49,49,0,2,0
8.83,74,46,5,Low,0,50,54,78,5,54,55,52,69,54,0,2,1
6.1,50,25,2,Medium,2,92,71,63,5,34,28,28,41,20,2,2,0
9.34,49,12,1,Medium,3,47,24,88,2,82,48,50,53,42,0,1,0
5.89,42,35,3,Medium,1,67,48,62,3,32,22,47,45,46,3,3,0
7.27,66,78,2,Low,0,63,49,58,3,61,36,21,41,5,0,2,1
7.48,54,82,4,High,1,59,44,73,2,60,72,29,45,36,3,3,1
7.25,59,47,3,Medium,0,74,62,31,0,47,40,60,57,41,3,3,1
6.96,47,54,3,Low,1,76,40,43,2,71,66,46,34,33,0,1,1
5.91,33,31,1,Low,2,71,41,60,2,25,26,15,28,20,3,2,0
5.47,41,41,0,Medium,1,42,47,40,2,41,24,43,45,48,2,3,0
8.77,66,46,8,Medium,1,40,55,92,2,52,59,54,76,35,1,3,1
6.96,43,38,2,Medium,1,39,19,74,3,61,40,67,62,25,0,2,1
6.92,48,46,4,High,1,57,33,72,2,53,42,33,44,35,0,2,1
5.67,32,18,0,Low,2,100,46,67,3,22,29,43,32,15,2,3,0
5.61,57,43,3,Medium,0,61,55,57,1,57,40,18,51,6,0,3,0
9.04,60,46,4,Low,2,99,55,74,2,66,35,60,68,40,1,3,1
6.84,68,64,4,Low,1,61,51,69,5,36,49,61,53,45,0,2,1
7.05,70,38,2,Low,0,64,67,45,0,46,65,76,50,34,0,2,1
8.55,60,46,2,Low,0,72,46,47,1,42,36,56,43,33,0,3,1
7.35,41,62,4,High,1,56,55,84,3,49,42,32,72,0,2,1,0
7.21,28,42,0,Medium,1,66,16,40,1,52,52,15,19,40,0,2,0
7.81,39,52,4,High,0,31,25,58,2,50,38,22,34,41,3,3,0
7.43,38,31,0,Low,2,45,17,55,3,46,38,15,29,0,1,3,0
7.28,70,58,3,Medium,1,31,43,48,1,32,50,34,42,28,1,3,1
6.89,52,56,0,Medium,2,75,57,71,2,53,38,43,53,60,2,2,1
7.14,57,68,7,High,0,37,36,100,5,27,29,35,67,11,0,3,1
9.19,38,10,2,Medium,0,87,40,39,3,61,30,25,23,32,0,2,1
7.89,42,14,2,Low,0,68,25,55,1,32,40,21,53,15,0,1,0
8.39,70,73,1,Low,0,79,76,25,3,57,66,26,20,50,0,3,1
6.42,51,36,4,Medium,2,50,40,97,4,47,54,44,78,31,3,3,0
8.26,57,34,6,High,0,41,34,69,3,61,47,47,84,28,0,3,0
8.75,69,34,2,Low,1,55,67,62,2,69,73,39,38,49,0,3,1
7.44,74,48,1,Medium,0,81,54,28,4,64,64,45,35,34,3,2,1
7.04,49,18,1,Low,1,100,43,41,3,30,39,59,41,0,0,1,0
9.77,69,84,0,Low,2,71,45,51,0,63,20,55,67,22,1,3,1
8.7,64,49,4,Low,1,38,31,61,2,82,51,23,39,17,1,2,1
7.38,82,61,1,Medium,1,44,38,37,1,53,43,49,40,17,0,3,1
5.46,20,27,3,Medium,0,35,15,76,3,32,32,44,58,19,0,2,0
7.79,64,64,4,Medium,3,59,77,100,1,52,53,43,66,34,0,2,1
6.64,48,52,6,Medium,1,57,27,89,1,43,29,28,65,35,2,2,0
6.19,53,58,3,Low,1,59,25,46,1,31,44,55,45,42,3,2,1
6.62,41,24,6,High,1,42,37,95,0,58,25,43,70,39,2,2,1
5.81,44,31,3,High,2,40,33,45,0,51,29,45,43,34,1,2,0
8.09,67,63,2,Medium,1,63,58,54,2,39,41,40,37,20,3,1,1
7.42,91,60,4,High,1,70,55,74,3,50,71,72,60,66,0,3,1
8.78,72,55,1,High,1,40,35,71,1,52,73,78,69,47,0,2,1
7.72,46,43,5,High,0,70,64,82,3,34,31,31,60,71,2,3,0
8.05,53,53,4,Medium,1,79,30,68,3,38,58,37,62,31,0,2,1
6.3,42,10,1,Low,1,25,33,36,1,31,35,50,56,32,1,3,0
8.25,37,41,2,Low,1,90,55,74,3,55,42,63,55,20,0,3,1
6.25,43,31,2,Medium,1,74,54,47,1,40,37,65,49,26,0,3,0
7.1,61,58,3,Medium,0,79,49,58,2,38,44,36,42,36,1,2,1
5.79,29,36,1,High,2,43,15,47,3,39,36,23,24,8,1,3,0
6.72,62,72,4,Medium,3,76,70,88,1,57,61,32,64,40,0,2,1
8.9,69,73,1,Medium,2,78,50,81,6,63,47,48,67,53,0,3,1
7.41,45,56,3,Low,0,50,56,53,5,64,44,20,26,18,0,2,1
8.45,59,67,5,Medium,1,76,55,88,2,54,70,41,57,52,0,1,1
8.69,81,66,1,Low,2,59,49,62,1,77,70,68,51,62,0,3,1
9.06,73,56,0,Medium,1,50,53,50,1,64,64,59,32,26,3,2,1
6.66,50,53,4,High,1,58,56,61,1,42,56,15,39,10,0,3,1
5.82,42,45,2,Low,2,65,42,60,0,45,33,55,40,34,0,2,0
5.36,43,30,2,Medium,1,56,30,58,2,26,33,15,40,14,0,3,0
7.53,49,45,4,Medium,1,47,17,64,1,48,53,26,47,8,2,2,0
7.04,26,22,2,Low,0,69,31,48,1,55,49,15,37,49,3,1,0
6.18,71,41,1,Low,0,72,64,63,3,53,28,31,50,23,1,1,1
6.67,51,60,2,Low,0,64,32,58,1,43,34,22,55,0,1,1,1
5.84,49,40,0,Medium,2,32,42,47,4,77,40,23,27,13,1,1,0
9.0,63,79,2,Low,1,51,45,69,2,57,52,15,36,42,0,2,1
8.77,53,17,2,High,1,46,48,68,1,38,31,37,56,33,0,2,0
9.56,65,42,0,Low,2,93,30,44,0,77,68,54,41,76,0,1,1
5.63,24,22,1,Low,1,64,16,58,2,50,34,58,62,0,1,2,0
9.73,95,88,3,Medium,1,56,54,61,0,66,82,74,63,61,2,2,1
6.88,36,36,0,Medium,0,51,57,27,2,43,47,26,45,44,0,3,0
9.38,53,46,1,Low,2,59,34,51,1,66,59,25,37,18,0,2,1
7.97,52,24,1,Medium,0,75,46,45,0,74,49,39,24,45,0,3,0
6.5,64,32,3,Medium,0,29,65,46,1,49,52,52,47,1,0,2,0
7.46,54,47,5,Medium,0,66,51,75,1,34,36,29,50,67,3,3,1
8.08,43,14,2,Low,0,52,48,65,2,20,20,29,51,45,1,1,0
7.49,69,45,4,High,0,69,45,75,2,57,68,81,73,27,2,3,1
7.06,61,55,3,High,1,76,66,79,0,38,45,37,50,53,3,2,1
6.52,55,28,1,Low,0,49,57,38,1,46,28,15,18,59,0,3,0
7.4,62,72,3,Low,1,37,46,74,4,42,55,59,58,11,0,3,1
5.63,72,73,4,Low,0,56,49,61,1,32,47,52,27,31,1,3,1
6.08,72,31,0,Medium,0,85,66,29,0,36,27,16,25,70,2,3,0
8.54,52,27,1,Medium,1,77,29,58,2,49,29,40,41,32,1,3,0
5.74,63,14,1,Low,2,55,59,43,3,53,43,28,43,46,1,1,0
6.02,50,28,1,High,2,50,29,74,5,51,47,45,35,31,1,3,0
7.86,63,60,3,Medium,3,51,42,67,3,39,57,75,61,55,1,2,1
7.06,32,21,1,Medium,1,38,45,40,2,37,41,27,48,29,0,3,0
8.58,59,53,5,High,1,76,64,92,4,62,60,62,76,37,0,1,1
8.85,53,19,0,Low,1,79,30,35,0,71,52,23,39,0,1,2,1
8.54,71,66,2,Low,1,55,38,58,0,70,82,35,47,55,2,2,1
9.37,79,51,2,Low,0,52,59,39,0,49,67,86,33,61,0,2,1
7.85,32,27,2,Low,1,49,15,67,1,66,43,35,50,0,1,3,0
5.2,40,31,4,Medium,1,53,53,59,0,20,37,41,50,0,0,2,0
9.07,77,39,2,Low,1,48,51,42,4,57,55,69,35,56,3,3,1
8.64,59,29,2,Low,1,59,63,60,2,64,53,36,44,39,0,2,1
7.85,65,65,1,High,0,76,44,25,4,29,21,49,15,0,0,3,1
6.13,50,45,2,Medium,1,74,39,48,4,70,46,48,40,13,0,3,1
6.37,52,57,1,Low,0,46,52,25,0,62,70,27,21,37,0,2,1
6.6,46,42,3,Low,3,64,39,63,1,55,46,59,68,41,0,3,1
7.02,37,33,1,Low,0,73,26,33,1,38,36,50,30,10,1,2,0
9.12,51,14,4,High,0,45,45,53,3,59,60,24,36,27,0,1,1
8.43,69,49,1,Low,2,64,32,39,1,66,63,54,39,23,1,1,1
5.56,43,34,1,Low,1,83,64,74,3,29,25,26,43,52,3,3,0
5.64,42,63,3,Medium,0,57,41,47,2,41,38,54,51,28,0,2,0
10.0,64,60,1,Medium,1,25,27,25,2,75,45,22,15,25,0,1,1
9.35,62,71,2,Low,0,25,51,41,1,43,51,99,66,14,2,2,1
7.38,66,60,3,Low,0,67,65,34,0,55,44,41,34,14,0,2,1
8.83,58,34,8,High,0,63,47,71,1,38,56,56,70,71,0,3,1
7.99,41,35,1,Medium,1,65,68,56,1,43,32,51,20,21,0,1,0
9.8,77,62,3,Medium,2,70,83,62,1,57,50,47,25,38,0,1,1
7.45,52,27,1,Low,1,35,40,58,7,58,47,38,42,26,3,2,0
7.3,54,37,3,Medium,1,47,53,69,2,43,49,33,54,19,1,2,0
6.15,66,48,3,Low,0,69,67,73,3,47,37,29,44,37,0,3,0
8.3,59,70,1,Low,0,75,37,58,4,48,42,45,53,36,1,3,1
9.54,70,22,4,High,2,57,53,48,2,56,58,48,53,42,0,3,1
7.61,41,51,4,High,0,36,24,44,1,68,61,32,43,0,3,2,1
8.59,58,31,0,Low,2,68,38,46,0,44,20,27,37,52,2,3,0
6.57,56,23,4,High,1,62,47,67,2,56,57,53,55,22,0,3,1
8.16,40,50,0,High,2,42,35,50,2,55,36,19,29,10,0,3,0
5.49,45,47,0,Medium,0,26,15,26,2,35,32,28,25,12,1,3,0
8.73,63,67,1,Low,0,72,55,43,6,44,41,55,32,16,0,2,1
6.55,49,51,2,Low,2,50,36,86,1,33,35,38,51,34,0,2,1
9.14,77,89,3,High,2,65,72,80,4,51,66,39,61,64,1,3,1
8.48,64,58,2,Medium,0,64,63,57,2,55,47,44,42,23,0,2,1
8.33,77,56,3,High,3,41,37,72,0,63,82,66,53,9,0,1,1
7.56,43,40,3,Low,0,69,58,64,4,49,48,51,56,5,0,2,0
6.2,48,57,0,Low,0,46,44,37,2,43,44,26,35,19,2,2,0
6.34,49,27,1,Medium,1,35,32,38,2,45,41,28,30,4,1,2,0
5.0,27,14,1,Low,1,32,19,37,3,45,46,19,27,4,0,3,0
5.28,53,37,1,Medium,3,61,30,68,1,49,62,35,53,20,0,2,1
7.68,83,31,2,Medium,1,90,50,52,0,36,43,57,57,49,3,3,0
5.97,45,38,4,Medium,0,62,19,65,0,41,31,41,51,0,0,2,0
9.53,73,27,3,Low,1,94,62,80,4,77,72,71,54,55,0,2,1
6.14,47,38,5,High,0,88,25,62,3,29,48,36,44,61,1,2,0
7.8,48,51,0,High,1,71,35,55,1,54,41,15,32,57,0,3,1
8.38,38,24,3,Medium,1,90,55,65,0,54,31,39,38,11,3,2,1
5.72,35,54,1,Low,0,88,63,44,0,36,34,31,41,34,0,3,0
8.54,44,13,2,High,1,83,33,80,1,76,67,43,63,37,2,3,1
9.23,85,82,1,Low,1,28,54,68,0,61,66,39,57,50,0,2,1
6.08,45,46,1,High,1,57,36,60,2,63,31,29,33,30,1,1,1
7.99,53,16,3,Low,1,49,34,66,1,55,49,22,46,45,0,1,0
9.35,76,98,2,Medium,0,83,62,66,3,67,72,64,57,63,1,2,1
9.04,50,39,3,High,0,56,33,52,3,53,44,31,43,13,0,3,1
6.7,40,19,3,Low,0,93,47,41,0,41,52,28,35,38,0,3,0
7.0,52,20,1,Low,0,63,45,56,3,54,57,19,38,64,2,2,1
8.68,74,53,4,High,1,61,66,59,2,63,60,68,53,62,2,3,1
6.91,57,42,3,Low,3,55,60,87,2,56,50,38,70,64,3,2,1
6.1,49,40,3,High,1,58,34,65,2,50,22,32,38,0,0,2,0
8.68,63,44,3,Medium,1,66,46,65,5,42,63,38,47,49,2,3,1
9.17,69,62,6,High,1,60,60,90,4,51,50,22,67,46,0,2,1
5.72,46,31,3,Low,0,53,37,71,2,53,39,27,40,48,0,3,0
9.13,52,12,4,Low,2,54,50,90,5,37,35,30,51,8,0,2,1
5.73,44,33,5,Medium,3,94,61,89,1,47,46,40,68,16,0,1,0
7.13,39,10,1,Low,1,97,61,51,1,49,25,22,22,41,0,2,0
9.36,67,57,4,Medium,0,53,48,67,2,71,47,35,55,19,0,2,1
5.91,39,17,0,Low,2,77,29,50,2,49,38,15,29,28,0,3,0
9.77,99,76,1,Low,0,47,56,40,0,55,63,64,48,59,2,3,1
8.44,60,66,3,Medium,2,56,39,59,2,48,53,32,31,32,2,3,1
8.12,41,19,2,Medium,2,42,43,52,1,49,33,51,58,36,1,3,0
8.51,59,62,3,Medium,0,80,70,47,2,64,72,52,31,13,0,2,1
8.48,67,45,7,High,3,70,71,100,0,29,55,56,79,24,3,1,1
